Key, SOLC GAS, SOLC BYTES, SOLC NUM INS, GREEDY GAS, GREEDY BYTES, GREEDY NUM INS, DIFF GAS, DIFF BYTES, DIFF NUM INS
code,27162,50,27,27173,53,29,-11,-3,-2
