Key, SOLC GAS, SOLC BYTES, SOLC NUM INS, GREEDY GAS, GREEDY BYTES, GREEDY NUM INS, DIFF GAS, DIFF BYTES, DIFF NUM INS
code,15050,32,20,15050,33,20,0,-1,0
